"GeneSet_Database"	"GeneSet_Category"	"GeneSet_Sub_Category"	"GeneSet_Name"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMIANOPIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMIATROPHY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMIFACIAL_SPASM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMIHYPERTROPHY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMIMEGALENCEPHALY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMIPARESIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMIPLEGIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMIPLEGIA_HEMIPARESIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMIVERTEBRAE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMOGLOBINURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMOLYTIC_ANEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMOLYTIC_UREMIC_SYNDROME"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMOPHAGOCYTOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMOPTYSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEMORRHAGE_OF_THE_EYE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPARAN_SULFATE_EXCRETION_IN_URINE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATIC_CYSTS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATIC_ENCEPHALOPATHY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATIC_FAILURE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATIC_FIBROSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATIC_NECROSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATITIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATOBLASTOMA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATOCELLULAR_ADENOMA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATOCELLULAR_CARCINOMA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATOMEGALY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEPATOSPLENOMEGALY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HERNIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HERPES_SIMPLEX_ENCEPHALITIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HETEROCHROMIA_IRIDIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HETEROGENEOUS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HETERONYMOUS_HEMIANOPIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HETEROPHORIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HETEROTAXY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HETEROTROPIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIATUS_HERNIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_ANTERIOR_HAIRLINE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_FOREHEAD"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_FREQUENCY_HEARING_IMPAIRMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_FREQUENCY_SENSORINEURAL_HEARING_IMPAIRMENT"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_HYPERMETROPIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_MYOPIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_NARROW_PALATE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_OUTPUT_CONGESTIVE_HEART_FAILURE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_PALATE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_PITCHED_CRY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGH_PITCHED_VOICE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGHLY_ARCHED_EYEBROW"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIGHLY_ELEVATED_CREATINE_KINASE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIP_CONTRACTURE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIP_DYSPLASIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIP_FLEXOR_WEAKNESS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIP_OSTEOARTHRITIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIP_PAIN"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIP_SUBLUXATION"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIPPOCAMPAL_ATROPHY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HIRSUTISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HOARSE_CRY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HOARSE_VOICE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HODGKIN_LYMPHOMA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HOLOPROSENCEPHALY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HOMOCYSTINURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HONEYCOMB_LUNG"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HORIZONTAL_EYEBROW"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HORIZONTAL_NYSTAGMUS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HORIZONTAL_PENDULAR_NYSTAGMUS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HORIZONTAL_RIBS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HORSESHOE_KIDNEY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HUMERORADIAL_SYNOSTOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYDRANENCEPHALY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYDROCELE_TESTIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYDROCEPHALUS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYDROPS_FETALIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYDROURETER"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYDROXYPROLINURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERACTIVE_DEEP_TENDON_REFLEXES"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERACTIVE_PATELLAR_REFLEX"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERACTIVE_RENIN_ANGIOTENSIN_SYSTEM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERACTIVITY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERACUSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERALDOSTERONISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERAMMONEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERAUTOFLUORESCENT_RETINAL_LESION"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERCALCEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERCHLOREMIC_ACIDOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERCHLORIDURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERCHOLESTEROLEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERCOAGULABILITY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERCONVEX_FINGERNAILS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERCONVEX_NAIL"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPEREOSINOPHILIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERESTHESIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPEREXTENSIBILITY_AT_ELBOW"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPEREXTENSIBILITY_AT_WRISTS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPEREXTENSIBILITY_OF_THE_FINGER_JOINTS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPEREXTENSIBILITY_OF_THE_KNEE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPEREXTENSIBLE_SKIN"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERGALACTOSEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERGASTRINEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERGLUTAMINEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERGLYCEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERGONADOTROPIC_HYPOGONADISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERGRANULOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERHIDROSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERHOMOCYSTINEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERINSULINEMIC_HYPOGLYCEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERINTENSITY_OF_CEREBRAL_WHITE_MATTER_ON_MRI"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERKALEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERKERATOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERKETONEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERKINETIC_MOVEMENTS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERLIPIDEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERLIPOPROTEINEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERLORDOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERMAGNESEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERMAGNESIURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERMELANOTIC_MACULE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERMETHIONINEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERMETRIC_SACCADES"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERMETROPIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERNATREMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERNATRIURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERORALITY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPEROSTOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPEROXALURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPARATHYROIDISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPHENYLALANINEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPHOSPHATEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPHOSPHATURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPIGMENTATION_IN_SUN_EXPOSED_AREAS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPIGMENTATION_OF_THE_FUNDUS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPIGMENTATION_OF_THE_SKIN"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPITUITARISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPLASIA_OF_THE_MAXILLA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERPLASTIC_CALLUS_FORMATION"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERREFLEXIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERREFLEXIA_IN_UPPER_LIMBS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERSOMNIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERSPLENISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTELORISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTENSION_ASSOCIATED_WITH_PHEOCHROMOCYTOMA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTENSIVE_CRISIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTHYROIDISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTONIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTONIC_DEHYDRATION"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTRICHOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTRIGLYCERIDEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTROPHIC_CARDIOMYOPATHY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERTROPHIC_NERVE_CHANGES"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERURICEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERURICOSURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPERVENTILATION"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOCALCEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOCALCEMIC_SEIZURES"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOCALCEMIC_TETANY"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOCALCIURIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOCHLOREMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOCHOLESTEROLEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOCHROMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOCHROMIC_ANEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOCHROMIC_MICROCYTIC_ANEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPODONTIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOGLYCEMIC_COMA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOGLYCEMIC_SEIZURES"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOGLYCORRHACHIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOGONADISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOGONADOTROPIC_HYPOGONADISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOHIDROSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOINSULINEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOINTENSITY_OF_CEREBRAL_WHITE_MATTER_ON_MRI"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOKALEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOKALEMIC_ALKALOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOKALEMIC_METABOLIC_ALKALOSIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOKETOTIC_HYPOGLYCEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOKINESIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOLIPIDEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOLIPOPROTEINEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOMETHIONINEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOMETRIC_SACCADES"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOMIMIC_FACE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOMINERALIZATION_OF_ENAMEL"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPARATHYROIDISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPHOSPHATEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPHOSPHATEMIC_RICKETS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPIGMENTATION_OF_THE_FUNDUS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPIGMENTATION_OF_THE_SKIN"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPIGMENTED_MACULE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPIGMENTED_SKIN_PATCHES"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPITUITARISM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_DENTAL_ENAMEL"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_OLFACTORY_TRACT"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_PENIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_TEETH"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_BRAINSTEM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_EAR_CARTILAGE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_EPIGLOTTIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_FEMORAL_HEAD"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_FOVEA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_FRONTAL_LOBES"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_IRIS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_MUSCULATURE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_ODONTOID_PROCESS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_OLFACTORY_BULB"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_PONS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_PRIMARY_TEETH"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_RADIUS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_UTERUS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_VAGINA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_VENTRAL_PONS"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASIA_OF_THE_ZYGOMATIC_BONE"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASTIC_ANEMIA"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASTIC_AORTIC_ARCH"
"MSigDB"	"C5: Ontology Gene Sets"	"HPO: Human Phenotype Ontology"	"HP_HYPOPLASTIC_DERMOEPIDERMAL_HEMIDESMOSOMES"
